DR_NO;Date Rptd;AREA NAME;Crm Cd Desc;DATE OCC;TIME OCC;AREA;Rpt Dist No;Vict Age;Vict Sex;Premis Desc;Weapon Used Cd;Status
221407872;03/20/2022 12:00:00 AM;Pacific    ;BURGLARY                                                ;04/01/2020 12:00:00 AM;1200;14;1453;65;F;PUBLIC STORAGE                              ;               ;IC
221407832;03/18/2021 12:00:00 AM;Pacific    ;EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)              ;12/14/2020 12:00:00 AM;805;14;1496;0; ;OTHER BUSINESS                              ;               ;IC
231412095;06/09/2023 12:00:00 AM;Pacific    ;RAPE, FORCIBLE                                          ;06/19/2020 12:00:00 AM;2300;14;1458;41;F;SINGLE FAMILY DWELLING                      ;400;IC
211406426;10/25/2020 12:00:00 AM;Pacific    ;BATTERY WITH SEXUAL CONTACT                             ;07/02/2020 12:00:00 AM;1;14;1488;16;M;OTHER BUSINESS                              ;400;AO
211404448;01/06/2021 12:00:00 AM;Pacific    ;THEFT PLAIN - PETTY ($950 & UNDER)                      ;12/20/2020 12:00:00 AM;2300;14;1441;22;F;OTHER BUSINESS                              ;               ;IC
221410135;05/03/2022 12:00:00 AM;Pacific    ;THEFT OF IDENTITY                                       ;08/19/2020 12:00:00 AM;830;14;1414;37;M;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC
231405764;02/10/2023 12:00:00 AM;Pacific    ;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER);01/01/2020 12:00:00 AM;1;14;1457;14;M;SINGLE FAMILY DWELLING                      ;400;IC
221420220;12/10/2022 12:00:00 AM;Pacific    ;THEFT OF IDENTITY                                       ;10/24/2020 12:00:00 AM;1500;14;1407;21;F;SINGLE FAMILY DWELLING                      ;               ;IC
221404794;11/25/2020 12:00:00 AM;Pacific    ;EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)              ;10/28/2020 12:00:00 AM;900;14;1499;0; ;OTHER BUSINESS                              ;               ;IC
221418660;11/08/2022 12:00:00 AM;Pacific    ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   ;06/18/2020 12:00:00 AM;1200;14;1412;27;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;AO
201410297;05/01/2020 12:00:00 AM;Pacific    ;VEHICLE - STOLEN                                        ;04/30/2020 12:00:00 AM;1900;14;1438;0; ;STREET                                      ;               ;IC
231420990;11/26/2023 12:00:00 AM;Pacific    ;INTIMATE PARTNER - SIMPLE ASSAULT                       ;12/28/2020 12:00:00 AM;2130;14;1435;21;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;IC
211406974;02/23/2021 12:00:00 AM;Pacific    ;BATTERY WITH SEXUAL CONTACT                             ;11/01/2020 12:00:00 AM;1930;14;1464;14;F;SINGLE FAMILY DWELLING                      ;400;IC
211415780;07/27/2021 12:00:00 AM;Pacific    ;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER);10/01/2020 12:00:00 AM;1;14;1457;5;F;SINGLE FAMILY DWELLING                      ;400;AO
231407629;03/29/2023 12:00:00 AM;Pacific    ;VEHICLE - STOLEN                                        ;11/05/2020 12:00:00 AM;1800;14;1437;0; ;STREET                                      ;               ;IC
221407877;03/19/2022 12:00:00 AM;Pacific    ;SEXUAL PENETRATION W/FOREIGN OBJECT                     ;01/01/2020 12:00:00 AM;1;14;1409;4;M;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;AO
231416189;08/08/2020 12:00:00 AM;Pacific    ;THEFT OF IDENTITY                                       ;08/08/2020 12:00:00 AM;1210;14;1453;41;F;SINGLE FAMILY DWELLING                      ;               ;IC
221413552;06/24/2022 12:00:00 AM;Pacific    ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     ;03/18/2020 12:00:00 AM;2330;14;1496;27;F;GREYHOUND OR INTERSTATE BUS                 ;               ;IC
211419146;09/23/2021 12:00:00 AM;Pacific    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;07/30/2020 12:00:00 AM;1530;14;1494;29;F;TRANSPORTATION FACILITY (AIRPORT)           ;400;IC
211406057;02/05/2021 12:00:00 AM;Pacific    ;THEFT PLAIN - PETTY ($950 & UNDER)                      ;01/01/2020 12:00:00 AM;1200;14;1454;-1;X;OTHER BUSINESS                              ;               ;IC
231409333;08/17/2020 12:00:00 AM;Pacific    ;THEFT OF IDENTITY                                       ;08/17/2020 12:00:00 AM;1200;14;1407;36;M;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC
221410681;05/11/2022 12:00:00 AM;Pacific    ;THEFT OF IDENTITY                                       ;07/11/2020 12:00:00 AM;1;14;1413;17;F;OTHER PREMISE                               ;               ;IC
221404732;10/01/2021 12:00:00 AM;Pacific    ;THEFT PLAIN - PETTY ($950 & UNDER)                      ;11/01/2020 12:00:00 AM;1200;14;1452;27;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC
221409411;04/11/2022 12:00:00 AM;Pacific    ;THEFT OF IDENTITY                                       ;08/14/2020 12:00:00 AM;1;14;1452;43;M;WEBSITE                                     ;               ;IC
