DR_NO;Date Rptd;AREA NAME;Crm Cd Desc;DATE OCC;TIME OCC;AREA;Rpt Dist No;Vict Age;Vict Sex;Premis Desc;Weapon Used Cd;Status
200606362;02/18/2020 12:00:00 AM;Hollywood  ;INTIMATE PARTNER - SIMPLE ASSAULT                       ;02/18/2020 12:00:00 AM;125;6;649;32;M;SINGLE FAMILY DWELLING                      ;400;AA
200610781;05/30/2020 12:00:00 AM;Hollywood  ;BATTERY - SIMPLE ASSAULT                                ;05/29/2020 12:00:00 AM;845;6;666;34;M;CONSTRUCTION SITE                           ;400;AA
200609302;04/19/2020 12:00:00 AM;Hollywood  ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     ;04/19/2020 12:00:00 AM;1905;6;666;29;F;STREET                                      ;               ;IC
200605519;02/02/2020 12:00:00 AM;Hollywood  ;BURGLARY FROM VEHICLE                                   ;02/02/2020 12:00:00 AM;1;6;679;26;F;STREET                                      ;               ;IC
200611218;06/08/2020 12:00:00 AM;Hollywood  ;BATTERY - SIMPLE ASSAULT                                ;06/08/2020 12:00:00 AM;2220;6;636;31;F;OTHER BUSINESS                              ;400;IC
210605787;02/12/2021 12:00:00 AM;Hollywood  ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;02/12/2020 12:00:00 AM;2030;6;646;38;M;STREET                                      ;               ;IC
200617604;11/03/2020 12:00:00 AM;Hollywood  ;TRESPASSING                                             ;11/02/2020 12:00:00 AM;2300;6;676;34;M;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC
200618166;11/17/2020 12:00:00 AM;Hollywood  ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;11/15/2020 12:00:00 AM;130;6;646;31;F;PARKING LOT                                 ;307;AO
200610386;05/18/2020 12:00:00 AM;Hollywood  ;VIOLATION OF RESTRAINING ORDER                          ;05/18/2020 12:00:00 AM;1900;6;625;37;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;AO
200610315;05/17/2020 12:00:00 AM;Hollywood  ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;05/17/2020 12:00:00 AM;930;6;637;22;F;DRUG STORE                                  ;212;IC
200606272;02/16/2020 12:00:00 AM;Hollywood  ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;02/16/2020 12:00:00 AM;1515;6;646;28;F;RESTAURANT/FAST FOOD                        ;               ;IC
200605225;01/27/2020 12:00:00 AM;Hollywood  ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;01/27/2020 12:00:00 AM;2230;6;666;57;M;ABANDONED BUILDING ABANDONED HOUSE          ;311;IC
200619479;12/20/2020 12:00:00 AM;Hollywood  ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     ;12/20/2020 12:00:00 AM;1100;6;615;47;F;STREET                                      ;               ;IC
200618793;12/03/2020 12:00:00 AM;Hollywood  ;INTIMATE PARTNER - SIMPLE ASSAULT                       ;12/03/2020 12:00:00 AM;530;6;637;51;F;MOTEL                                       ;400;IC
200616728;10/15/2020 12:00:00 AM;Hollywood  ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;10/14/2020 12:00:00 AM;1800;6;648;32;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC
200614689;08/28/2020 12:00:00 AM;Hollywood  ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  ;08/28/2020 12:00:00 AM;1450;6;648;40;M;DRUG STORE                                  ;511;IC
200605712;02/05/2020 12:00:00 AM;Hollywood  ;BIKE - STOLEN                                           ;02/04/2020 12:00:00 AM;1115;6;637;57;M;STREET                                      ;               ;IC
200617773;11/09/2020 12:00:00 AM;Hollywood  ;ROBBERY                                                 ;11/09/2020 12:00:00 AM;5;6;645;33;F;SIDEWALK                                    ;400;IC
