DR_NO;Date Rptd;AREA NAME;Crm Cd Desc;DATE OCC;TIME OCC;AREA;Rpt Dist No;Vict Age;Vict Sex;Premis Desc;Weapon Used Cd;Status;Part 1-2;Crm Cd;Mocodes;Vict Descent;Premis Cd;Weapon Desc;Status Desc;LOCATION
232018551;11/30/2023 12:00:00 AM;Olympic    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;11/30/2023 12:00:00 AM;1350;20;2029;0;X;CELL PHONE STORE                            ;               ;IC;2;740;1822 0329;X;248;;Invest Cont;3100    WILSHIRE                     BL
232015198;08/13/2023 12:00:00 AM;Olympic    ;PICKPOCKET                                              ;08/13/2023 12:00:00 AM;27;20;2033;22;F;NIGHT CLUB (OPEN EVENINGS ONLY)             ;               ;IC;1;352;1822 0344 0377;J;735;;Invest Cont;3700    WILSHIRE                     BL
232018849;12/04/2023 12:00:00 AM;Olympic    ;BATTERY - SIMPLE ASSAULT                                ;12/04/2023 12:00:00 AM;1600;20;2013;40;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;IC;2;624;0603 0416 0444 0913;H;502;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Invest Cont;200 S  SERRANO                      AV
232014256;08/16/2023 12:00:00 AM;Olympic    ;BURGLARY                                                ;08/03/2023 12:00:00 AM;1200;20;2011;54;M;YARD (RESIDENTIAL/BUSINESS)                 ;               ;IC;1;310;1822 0202 0216 0321 0342 0344 0349 1607 1402;W;121;;Invest Cont;200 N  WINDSOR                      BL
232007218;03/19/2023 12:00:00 AM;Olympic    ;INTIMATE PARTNER - SIMPLE ASSAULT                       ;03/19/2023 12:00:00 AM;1430;20;2015;39;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;AO;2;626;0400 0416 1814 2000 2002 0913;H;502;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Adult Other;100 N  MARIPOSA                     AV
232004630;01/17/2023 12:00:00 AM;Olympic    ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                ;01/15/2023 12:00:00 AM;1013;20;2046;0;X;SINGLE FAMILY DWELLING                      ;               ;IC;2;745;0329 0603 0913;X;501;;Invest Cont;800 S  NEW HAMPSHIRE                AV
232017089;10/01/2023 12:00:00 AM;Olympic    ;THEFT PLAIN - PETTY ($950 & UNDER)                      ;10/01/2023 12:00:00 AM;1435;20;2081;46;M;STAIRWELL*                                  ;               ;IC;1;440;0344 0394 1822;B;138;;Invest Cont;1600 S  ST ANDREWS                   PL
232016912;10/21/2023 12:00:00 AM;Olympic    ;BURGLARY FROM VEHICLE                                   ;10/20/2023 12:00:00 AM;300;20;2023;65;M;PARKING LOT                                 ;               ;IC;1;330;1822 1307 0321 1609;A;108;;Invest Cont;400 S  HOBART                       BL
232018837;10/04/2023 12:00:00 AM;Olympic    ;THEFT PLAIN - PETTY ($950 & UNDER)                      ;10/03/2023 12:00:00 AM;1340;20;2014;21;M;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC;1;440;1822 0344 0394;H;502;;Invest Cont;200 S  HARVARD                      BL
232017981;11/16/2023 12:00:00 AM;Olympic    ;BRANDISH WEAPON                                         ;11/15/2023 12:00:00 AM;2100;20;2023;29;M;PARKING LOT                                 ;102;AO;1;761;0302 0334 0361 0603 0913 0312;H;108;HAND GUN;Adult Other;400 S  HOBART                       BL
232014171;08/15/2023 12:00:00 AM;Olympic    ;THEFT OF IDENTITY                                       ;08/15/2023 12:00:00 AM;1750;20;2002;31;M;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC;2;354;1822 0100 0928;H;502;;Invest Cont;400 N  WESTERN                      AV
232007419;03/27/2023 12:00:00 AM;Olympic    ;BATTERY - SIMPLE ASSAULT                                ;03/27/2023 12:00:00 AM;19;20;2027;39;M;STREET                                      ;400;IC;2;624;2055 0416 0417 1516 0334 0429 0448 1822 0903 1309;H;101;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Invest Cont;MARIPOSA
232008509;04/21/2023 12:00:00 AM;Olympic    ;VEHICLE - STOLEN                                        ;04/21/2023 12:00:00 AM;940;20;2046;0; ;STREET                                      ;               ;IC;1;510;;;101;;Invest Cont;800 S  CATALINA                     ST
232012223;06/29/2023 12:00:00 AM;Olympic    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;06/29/2023 12:00:00 AM;1930;20;2074;0; ;STREET                                      ;               ;IC;1;420;;;101;;Invest Cont;15TH                         ST
232015063;09/05/2023 12:00:00 AM;Olympic    ;INTIMATE PARTNER - SIMPLE ASSAULT                       ;09/05/2023 12:00:00 AM;1920;20;2056;23;F;SINGLE FAMILY DWELLING                      ;400;AO;2;626;2000 1813 1243 0400 0448 0444;H;501;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Adult Other;2600 W  11TH                         ST
232015100;09/07/2023 12:00:00 AM;Olympic    ;VEHICLE - STOLEN                                        ;09/06/2023 12:00:00 AM;2030;20;2023;0; ;STREET                                      ;               ;IC;1;510;;;101;;Invest Cont;4TH
232011511;06/13/2023 12:00:00 AM;Olympic    ;VEHICLE - STOLEN                                        ;05/27/2023 12:00:00 AM;500;20;2024;0; ;STREET                                      ;               ;IC;1;510;;;101;;Invest Cont;500 S  ARDMORE                      AV
232016635;09/11/2023 12:00:00 AM;Olympic    ;THEFT PLAIN - PETTY ($950 & UNDER)                      ;09/09/2023 12:00:00 AM;1345;20;2026;23;M;PORCH, RESIDENTIAL                          ;               ;IC;1;440;0344 0394 1822;O;119;;Invest Cont;300 S  KENMORE                      AV
232013331;07/27/2023 12:00:00 AM;Olympic    ;VEHICLE - STOLEN                                        ;07/26/2023 12:00:00 AM;1430;20;2019;0; ;STREET                                      ;               ;IC;1;510;;;101;;Invest Cont;VIRGIL
232013552;08/01/2023 12:00:00 AM;Olympic    ;ROBBERY                                                 ;08/01/2023 12:00:00 AM;445;20;2034;0;X;MINI-MART                                   ;306;IC;1;210;1822 0329 0325 0344 1609 0342 0400 0447 0432 0202;X;401;ROCK/THROWN OBJECT;Invest Cont;3500    WILSHIRE                     BL
232000761;05/23/2023 12:00:00 AM;Olympic    ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  ;05/23/2023 12:00:00 AM;345;20;2019;38;M;PATIO*                                      ;511;IC;2;930;1402 0400 0421 0432 1822;H;146;VERBAL THREAT;Invest Cont;200 S  JUANITA                      AV
