DR_NO;Date Rptd;AREA NAME;Crm Cd Desc;DATE OCC;TIME OCC;AREA;Rpt Dist No;Vict Age;Vict Sex;Premis Desc;Weapon Used Cd;Status;Part 1-2;Crm Cd;Mocodes;Vict Descent;Premis Cd;Weapon Desc;Status Desc;LOCATION
221805103;01/25/2022 12:00:00 AM;Southeast  ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;01/23/2022 12:00:00 AM;100;18;1862;45;F;VEHICLE, PASSENGER/TRUCK                    ;               ;IC;2;740;0329 1822 1300 1307;H;122;;Invest Cont;11700 S  MAIN                         ST
221815483;08/09/2022 12:00:00 AM;Southeast  ;BURGLARY                                                ;08/09/2022 12:00:00 AM;250;18;1849;0;X;LIQUOR STORE                                ;               ;IC;1;310;0329 1822 0216 0325 0321 1607;X;202;;Invest Cont;10900    WILMINGTON                   AV
221809925;04/28/2022 12:00:00 AM;Southeast  ;THEFT OF IDENTITY                                       ;04/03/2022 12:00:00 AM;800;18;1801;30;F;SINGLE FAMILY DWELLING                      ;               ;IC;2;354;0100 1822;B;501;;Invest Cont;8600 S  FIGUEROA                     ST
221813403;06/28/2022 12:00:00 AM;Southeast  ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;06/20/2022 12:00:00 AM;1820;18;1844;53;M;SINGLE FAMILY DWELLING                      ;               ;IC;1;341;1822 0344 0100;B;501;;Invest Cont;800 E  113TH                        ST
221814147;06/14/2022 12:00:00 AM;Southeast  ;BATTERY - SIMPLE ASSAULT                                ;06/14/2022 12:00:00 AM;1915;18;1862;51;F;STREET                                      ;400;IC;2;624;1822 1300 0444 0416 0342;H;101;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Invest Cont;100 W  118TH                        ST
221805986;02/14/2022 12:00:00 AM;Southeast  ;BURGLARY, ATTEMPTED                                     ;02/14/2022 12:00:00 AM;1330;18;1822;18;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC;1;320;1822 0329 0321 1601;B;502;;Invest Cont;100 W  97TH                         ST
221821986;12/10/2022 12:00:00 AM;Southeast  ;VEHICLE - STOLEN                                        ;12/09/2022 12:00:00 AM;1600;18;1842;0; ;STREET                                      ;               ;IC;1;510;;;101;;Invest Cont;118TH                        ST
221812920;06/18/2022 12:00:00 AM;Southeast  ;BATTERY - SIMPLE ASSAULT                                ;06/18/2022 12:00:00 AM;1540;18;1826;61;M;SINGLE FAMILY DWELLING                      ;400;AA;2;624;0913 0602 0416 0429 0417 0444 0432 1300;H;501;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Adult Arrest;1500 E  99TH                         ST
221822000;12/10/2022 12:00:00 AM;Southeast  ;BATTERY - SIMPLE ASSAULT                                ;12/10/2022 12:00:00 AM;250;18;1842;54;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;IC;2;624;0913 0561 0444 0429;B;502;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Invest Cont;11200 S  FIGUEROA                     ST
221806195;02/17/2022 12:00:00 AM;Southeast  ;CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT             ;02/17/2022 12:00:00 AM;805;18;1826;13;M;PARKING LOT                                 ;307;AO;1;235;1309 1822 1300 0432 1312 1259 1251;H;108;VEHICLE;Adult Other;1600 E  103RD                        ST
221818027;09/26/2022 12:00:00 AM;Southeast  ;BATTERY - SIMPLE ASSAULT                                ;09/25/2022 12:00:00 AM;2040;18;1827;18;F;RESTAURANT/FAST FOOD                        ;400;IC;2;624;0913 1802 0444 0408 1300 0329;H;210;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Invest Cont;9800    BEACH                        ST
221815441;08/07/2022 12:00:00 AM;Southeast  ;BATTERY - SIMPLE ASSAULT                                ;08/07/2022 12:00:00 AM;530;18;1806;26;F;DRIVEWAY                                    ;400;IC;2;624;1822 0416;H;104;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Invest Cont;600 E  91ST                         ST
221809216;04/14/2022 12:00:00 AM;Southeast  ;BATTERY - SIMPLE ASSAULT                                ;04/14/2022 12:00:00 AM;1825;18;1822;28;M;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;IC;2;624;0913 0603 0400 0417 0361;B;502;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Invest Cont;400 W  99TH                         ST
221813595;07/02/2022 12:00:00 AM;Southeast  ;VEHICLE - STOLEN                                        ;07/01/2022 12:00:00 AM;1845;18;1834;0; ;STREET                                      ;               ;IC;1;510;;;101;;Invest Cont;800 E  107TH                        ST
221817087;09/08/2022 12:00:00 AM;Southeast  ;THEFT OF IDENTITY                                       ;09/04/2022 12:00:00 AM;800;18;1821;52;M;SINGLE FAMILY DWELLING                      ;               ;IC;2;354;0922 1822;B;501;;Invest Cont;600 W  99TH                         ST
221814336;07/15/2022 12:00:00 AM;Southeast  ;BATTERY - SIMPLE ASSAULT                                ;07/15/2022 12:00:00 AM;1730;18;1834;29;M;STREET                                      ;400;IC;2;624;0342 2024 1822 0416;H;101;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Invest Cont;300 E  104TH                        ST
221806965;03/05/2022 12:00:00 AM;Southeast  ;BATTERY POLICE (SIMPLE)                                 ;03/05/2022 12:00:00 AM;1925;18;1844;0;X;STREET                                      ;500;AA;2;623;0400 1212 1822 1501;X;101;UNKNOWN WEAPON/OTHER WEAPON;Adult Arrest;110TH                        ST
221812268;06/07/2022 12:00:00 AM;Southeast  ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;06/04/2022 12:00:00 AM;1;18;1831;44;M;STREET                                      ;               ;IC;1;420;1402 1300 0385;B;101;;Invest Cont;500 W  127TH                        ST
221808248;03/29/2022 12:00:00 AM;Southeast  ;VEHICLE - STOLEN                                        ;03/28/2022 12:00:00 AM;2300;18;1863;0; ;DRIVEWAY                                    ;               ;IC;1;510;;;104;;Invest Cont;600 E  120TH                        ST
