DR_NO;Date Rptd;AREA NAME;Crm Cd Desc;DATE OCC;TIME OCC;AREA;Rpt Dist No;Vict Age;Vict Sex;Premis Desc;Weapon Used Cd;Status
221904134;01/04/2022 12:00:00 AM;Mission    ;RAPE, FORCIBLE                                          ;04/15/2020 12:00:00 AM;2000;19;1963;21;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;AO
231908073;04/15/2023 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       ;12/01/2020 12:00:00 AM;1250;19;1904;51;M;SINGLE FAMILY DWELLING                      ;               ;IC
211909484;06/04/2021 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       ;03/25/2020 12:00:00 AM;1910;19;1906;24;F;SINGLE FAMILY DWELLING                      ;               ;IC
231907602;04/03/2023 12:00:00 AM;Mission    ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                ;04/01/2020 12:00:00 AM;1200;19;1971;35;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC
231909898;05/25/2023 12:00:00 AM;Mission    ;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER);06/01/2020 12:00:00 AM;2300;19;1921;9;F;SINGLE FAMILY DWELLING                      ;400;AO
231905552;02/07/2023 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       ;11/01/2020 12:00:00 AM;1200;19;1983;74;M;SINGLE FAMILY DWELLING                      ;               ;IC
221904906;01/25/2022 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       ;10/30/2020 12:00:00 AM;1725;19;1925;48;M;SINGLE FAMILY DWELLING                      ;               ;IC
221918279;12/23/2022 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       ;09/24/2020 12:00:00 AM;115;19;1902;47;F;SINGLE FAMILY DWELLING                      ;               ;IC
231913826;08/30/2023 12:00:00 AM;Mission    ;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER);01/01/2020 12:00:00 AM;600;19;1902;13;F;SINGLE FAMILY DWELLING                      ;400;IC
221915922;10/20/2022 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       ;08/29/2020 12:00:00 AM;1;19;1918;52;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC
201915689;10/15/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;10/15/2020 12:00:00 AM;305;19;1918;35;F;PARKING LOT                                 ;               ;IC
201918078;12/15/2020 12:00:00 AM;Mission    ;ROBBERY                                                 ;12/15/2020 12:00:00 AM;1111;19;1983;19;M;PARKING LOT                                 ;114;IC
201911106;06/18/2020 12:00:00 AM;Mission    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;04/26/2020 12:00:00 AM;1908;19;1995;19;M;STREET                                      ;102;IC
201908231;03/30/2020 12:00:00 AM;Mission    ;FIREARMS RESTRAINING ORDER (FIREARMS RO)                ;03/30/2020 12:00:00 AM;2000;19;1998;28;F;PARKING LOT                                 ;               ;IC
201908682;04/12/2020 12:00:00 AM;Mission    ;CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT                 ;04/12/2020 12:00:00 AM;2221;19;1961;11;M;HOTEL                                       ;400;AA
201908696;04/13/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;04/12/2020 12:00:00 AM;700;19;1902;0; ;STREET                                      ;               ;IC
201910095;05/21/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;03/17/2020 12:00:00 AM;317;19;1902;31;M;PARKING LOT                                 ;               ;IC
201917640;12/02/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                ;12/02/2020 12:00:00 AM;1140;19;1913;37;F;STREET                                      ;400;IC
