DR_NO;Date Rptd;AREA NAME;Crm Cd Desc;DATE OCC;TIME OCC;AREA;Rpt Dist No;Vict Age;Vict Sex;Premis Desc;Weapon Used Cd;Status;Part 1-2;Crm Cd;Mocodes;Vict Descent;Premis Cd;Weapon Desc;Status Desc;LOCATION
210815569;10/23/2021 12:00:00 AM;West LA    ;BATTERY - SIMPLE ASSAULT                                ;10/23/2021 12:00:00 AM;1050;8;835;52;M;OTHER BUSINESS                              ;400;AA;2;624;0400 0416 0447 2004;O;203;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Adult Arrest;MIDVALE
220804277;12/14/2021 12:00:00 AM;West LA    ;THEFT PLAIN - PETTY ($950 & UNDER)                      ;12/14/2021 12:00:00 AM;1900;8;835;20;F;OTHER BUSINESS                              ;               ;IC;1;440;0344 0352 1221 1822;O;203;;Invest Cont;1900    WESTWOOD                     BL
210813738;09/06/2021 12:00:00 AM;West LA    ;INTIMATE PARTNER - SIMPLE ASSAULT                       ;09/05/2021 12:00:00 AM;1800;8;836;30;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;AO;2;626;0400 0416 0913 0916;W;502;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Adult Other;2100 S  BEVERLY GLEN                 BL
210816266;11/07/2021 12:00:00 AM;West LA    ;BURGLARY                                                ;11/07/2021 12:00:00 AM;1930;8;885;0;X;OFFICE BUILDING/OFFICE                      ;400;AA;1;310;1601 1822 0321 2004;X;702;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Adult Arrest;10500 W  PICO                         BL
210813283;08/22/2021 12:00:00 AM;West LA    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;08/21/2021 12:00:00 AM;1900;8;802;44;M;STREET                                      ;               ;IC;2;740;0329 1300 1822;O;101;;Invest Cont;ILIFF                        ST
210816093;10/27/2021 12:00:00 AM;West LA    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;10/26/2021 12:00:00 AM;1830;8;832;37;F;PARKING UNDERGROUND/BUILDING                ;               ;IC;1;420;0344 1822;K;123;;Invest Cont;11800    MAYFIELD                     AV
210810672;06/19/2021 12:00:00 AM;West LA    ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     ;06/18/2021 12:00:00 AM;2000;8;881;54;M;STREET                                      ;               ;IC;1;331;0344 0385 1822;J;101;;Invest Cont;11900    TENNESSEE                    AV
210804161;01/05/2021 12:00:00 AM;West LA    ;BIKE - STOLEN                                           ;01/03/2021 12:00:00 AM;1400;8;831;28;M;GARAGE/CARPORT                              ;               ;IC;1;480;0344 1822 1602 0397 1420;W;707;;Invest Cont;11900    KIOWA                        AV
210813264;08/23/2021 12:00:00 AM;West LA    ;THEFT OF IDENTITY                                       ;08/16/2021 12:00:00 AM;1645;8;819;37;M;AUTOMATED TELLER MACHINE (ATM)              ;               ;IC;2;354;0922 1214 1822;W;605;;Invest Cont;700    WOODRUFF                     AV
210808412;04/20/2021 12:00:00 AM;West LA    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;04/19/2021 12:00:00 AM;2130;8;884;34;M;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC;1;420;0344;W;502;;Invest Cont;2400 S  SEPULVEDA                    BL
210815503;10/12/2021 12:00:00 AM;West LA    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;10/12/2021 12:00:00 AM;1215;8;884;34;M;OTHER BUSINESS                              ;               ;IC;2;740;0329 1822;W;203;;Invest Cont;11000 W  PICO                         BL
210808269;04/16/2021 12:00:00 AM;West LA    ;ROBBERY                                                 ;04/14/2021 12:00:00 AM;1730;8;835;29;M;MARKET                                      ;500;IC;1;210;0945 0416;O;402;UNKNOWN WEAPON/OTHER WEAPON;Invest Cont;10900    SANTA MONICA                 BL
210812691;08/10/2021 12:00:00 AM;West LA    ;BURGLARY FROM VEHICLE                                   ;08/04/2021 12:00:00 AM;1700;8;827;23;F;GARAGE/CARPORT                              ;               ;IC;1;330;0344 1609 1822 1420;W;707;;Invest Cont;600 S  BARRINGTON                   AV
220808035;04/06/2022 12:00:00 AM;West LA    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;11/30/2021 12:00:00 AM;1600;8;849;0;X;YARD (RESIDENTIAL/BUSINESS)                 ;               ;IC;1;341;0344 1822;X;121;;Invest Cont;1200 S  BEDFORD                      ST
210816425;11/11/2021 12:00:00 AM;West LA    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;10/25/2021 12:00:00 AM;2105;8;822;49;F;OTHER RESIDENCE                             ;               ;IC;2;740;0329;W;504;;Invest Cont;400    ALMAR                        AV
210817416;12/08/2021 12:00:00 AM;West LA    ;BATTERY - SIMPLE ASSAULT                                ;12/08/2021 12:00:00 AM;1410;8;881;83;M;MARKET                                      ;400;IC;2;624;2004 1202 0400 0444;W;402;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Invest Cont;11700 W  OLYMPIC                      BL
210815161;10/14/2021 12:00:00 AM;West LA    ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  ;10/04/2021 12:00:00 AM;730;8;852;50;M;PARKING LOT                                 ;511;AO;2;930;0421 0443 0913 1817;H;108;VERBAL THREAT;Adult Other;11700    SANTA MONICA                 BL
210806745;03/08/2021 12:00:00 AM;West LA    ;BIKE - STOLEN                                           ;03/08/2021 12:00:00 AM;30;8;898;47;M;SINGLE FAMILY DWELLING                      ;               ;IC;1;480;0216 0344 1822;W;501;;Invest Cont;8900    HARGIS                       ST
210814444;09/23/2021 12:00:00 AM;West LA    ;BUNCO, PETTY THEFT                                      ;09/22/2021 12:00:00 AM;1430;8;836;71;F;SINGLE FAMILY DWELLING                      ;               ;IC;2;664;1202 0701 0800 0344 1822;W;501;;Invest Cont;1900    COMSTOCK                     AV
210805277;02/02/2021 12:00:00 AM;West LA    ;BURGLARY                                                ;02/02/2021 12:00:00 AM;400;8;831;54;M;OTHER BUSINESS                              ;               ;AA;1;310;1601 1607 0344 2004 1822 1420;W;203;;Adult Arrest;12000    WILSHIRE                     BL
210804784;01/23/2021 12:00:00 AM;West LA    ;OTHER MISCELLANEOUS CRIME                               ;01/23/2021 12:00:00 AM;2158;8;851;0;X;STREET                                      ;               ;AA;2;946;1300;X;101;;Adult Arrest;SANTA MONICA                 BL
210815807;10/28/2021 12:00:00 AM;West LA    ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                ;10/28/2021 12:00:00 AM;400;8;855;0;X;HOTEL                                       ;               ;IC;2;745;1822 0329;X;503;;Invest Cont;1500    CAMDEN                       AV
210807482;03/28/2021 12:00:00 AM;West LA    ;BURGLARY FROM VEHICLE                                   ;03/28/2021 12:00:00 AM;1430;8;852;41;M;STREET                                      ;               ;IC;1;330;0358 1612 0329 0344 1822;W;101;;Invest Cont;11800    IOWA                         AV
210812618;08/09/2021 12:00:00 AM;West LA    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;08/06/2021 12:00:00 AM;1900;8;831;0;X;OTHER PREMISE                               ;               ;IC;2;740;0329;X;710;;Invest Cont;12400    WILSHIRE                     BL
210804889;01/25/2021 12:00:00 AM;West LA    ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                ;01/25/2021 12:00:00 AM;1820;8;807;28;M;VEHICLE, PASSENGER/TRUCK                    ;               ;IC;2;745;0329;K;122;;Invest Cont;2900 N  BEVERLY GLEN                 BL
210804310;01/09/2021 12:00:00 AM;West LA    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;01/09/2021 12:00:00 AM;2210;8;838;21;M;STREET                                      ;               ;IC;2;740;1822 1300 1609 0329;W;101;;Invest Cont;600    LANDFAIR                     AV
210806825;03/10/2021 12:00:00 AM;West LA    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;03/10/2021 12:00:00 AM;1750;8;841;26;M;SHOPPING MALL (COMMON AREA)                 ;               ;IC;2;740;0329;W;727;;Invest Cont;12200    SANTA MONICA                 BL
210808490;04/22/2021 12:00:00 AM;West LA    ;BIKE - STOLEN                                           ;04/21/2021 12:00:00 AM;1800;8;881;42;M;OTHER PREMISE                               ;               ;IC;1;480;0344;W;710;;Invest Cont;2100    GRANVILLE                    AV
210816898;11/23/2021 12:00:00 AM;West LA    ;BURGLARY                                                ;11/19/2021 12:00:00 AM;1610;8;851;52;F;SINGLE FAMILY DWELLING                      ;               ;IC;1;310;1822 0344 0321;O;501;;Invest Cont;1500    CENTINELA                    AV
210818000;12/08/2021 12:00:00 AM;West LA    ;BURGLARY FROM VEHICLE                                   ;12/08/2021 12:00:00 AM;1905;8;833;23;M;PARKING UNDERGROUND/BUILDING                ;               ;IC;1;330;0358 1609 1822;W;123;;Invest Cont;10900    ROCHESTER                    AV
210809901;05/31/2021 12:00:00 AM;West LA    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;05/31/2021 12:00:00 AM;600;8;855;0;X;OTHER BUSINESS                              ;               ;AA;2;740;0329;X;203;;Adult Arrest;1500    WESTWOOD                     BL
210817182;12/01/2021 12:00:00 AM;West LA    ;THEFT PLAIN - PETTY ($950 & UNDER)                      ;11/29/2021 12:00:00 AM;1410;8;893;42;M;PORCH, RESIDENTIAL                          ;               ;IC;1;440;1822 0394 0352;A;119;;Invest Cont;2800    WESTWOOD                     BL
210806519;03/03/2021 12:00:00 AM;West LA    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;02/12/2021 12:00:00 AM;900;8;817;31;F;VEHICLE, PASSENGER/TRUCK                    ;               ;IC;2;740;0329;W;122;;Invest Cont;1000    GLENDON                      AV
210800824;06/24/2021 12:00:00 AM;West LA    ;INTIMATE PARTNER - SIMPLE ASSAULT                       ;06/24/2021 12:00:00 AM;1400;8;881;24;F;SINGLE FAMILY DWELLING                      ;500;AA;2;626;2000 1814 0447 1402;W;501;UNKNOWN WEAPON/OTHER WEAPON;Adult Arrest;12300 W  PICO                         BL
210815043;10/11/2021 12:00:00 AM;West LA    ;THEFT OF IDENTITY                                       ;05/12/2021 12:00:00 AM;800;8;801;74;F;SINGLE FAMILY DWELLING                      ;               ;IC;2;354;1822 0923 1202;W;501;;Invest Cont;17400    CAMINO DE YATASTO
210813269;08/26/2021 12:00:00 AM;West LA    ;EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)              ;07/28/2021 12:00:00 AM;1319;8;859;0;X;OFFICE BUILDING/OFFICE                      ;               ;IC;2;668;0601 0344;X;702;;Invest Cont;1400 S  LA CIENEGA                   BL
210806834;03/10/2021 12:00:00 AM;West LA    ;BATTERY - SIMPLE ASSAULT                                ;03/08/2021 12:00:00 AM;1200;8;836;41;M;SINGLE FAMILY DWELLING                      ;400;IC;2;624;0416;O;501;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Invest Cont;2000    LINNINGTON                   AV
210812632;08/10/2021 12:00:00 AM;West LA    ;BATTERY - SIMPLE ASSAULT                                ;08/10/2021 12:00:00 AM;1108;8;831;54;F;ALLEY                                       ;400;IC;2;624;2004 0444 0400 1414 1822;W;103;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Invest Cont;12300    MONTANA                      AV
210811794;07/18/2021 12:00:00 AM;West LA    ;THEFT OF IDENTITY                                       ;07/18/2021 12:00:00 AM;1330;8;817;30;M;BANK                                        ;               ;IC;2;354;0100 0930 1402;B;602;;Invest Cont;WILSHIRE
210809234;05/12/2021 12:00:00 AM;West LA    ;VEHICLE - STOLEN                                        ;05/11/2021 12:00:00 AM;1800;8;859;0; ;STREET                                      ;               ;IC;1;510;;;101;;Invest Cont;1400 S  SHERBOURNE                   DR
210807409;03/25/2021 12:00:00 AM;West LA    ;BUNCO, GRAND THEFT                                      ;03/25/2021 12:00:00 AM;1135;8;827;45;F;HOTEL                                       ;               ;IC;2;662;0701;O;503;;Invest Cont;300 S  BARRINGTON                   AV
210804579;01/19/2021 12:00:00 AM;West LA    ;INTIMATE PARTNER - SIMPLE ASSAULT                       ;01/19/2021 12:00:00 AM;700;8;831;48;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;AO;2;626;2000 1813 0400 0448;H;502;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Adult Other;1100    AMHERST                      AV
210805110;01/28/2021 12:00:00 AM;West LA    ;BIKE - STOLEN                                           ;01/26/2021 12:00:00 AM;800;8;853;30;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC;1;480;0344 0397 1822 1607;A;502;;Invest Cont;1800    BELOIT                       AV
210817858;12/22/2021 12:00:00 AM;West LA    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;12/21/2021 12:00:00 AM;1427;8;841;0;X;OTHER STORE                                 ;400;IC;1;341;0344 0346 1822;X;406;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);Invest Cont;12200    SANTA MONICA                 BL
210809268;05/12/2021 12:00:00 AM;West LA    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;05/10/2021 12:00:00 AM;2200;8;847;71;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC;1;341;1202 1605 0344 0349 1822;W;502;;Invest Cont;2300    FOX HILLS                    DR
210813322;08/26/2021 12:00:00 AM;West LA    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;08/26/2021 12:00:00 AM;1900;8;882;60;M;SIDEWALK                                    ;               ;IC;1;341;0344 1817 0913 1218;W;102;;Invest Cont;PICO                         BL
210816761;11/17/2021 12:00:00 AM;West LA    ;THEFT OF IDENTITY                                       ;11/17/2021 12:00:00 AM;1125;8;898;54;F;SINGLE FAMILY DWELLING                      ;               ;IC;2;354;0100 0928 1822;B;501;;Invest Cont;8900    HARGIS                       ST
210815940;10/31/2021 12:00:00 AM;West LA    ;BIKE - STOLEN                                           ;10/30/2021 12:00:00 AM;500;8;891;58;M;PARKING LOT                                 ;               ;IC;1;480;0344 0397 1822;W;108;;Invest Cont;12200 W  PICO                         BL
210805012;01/27/2021 12:00:00 AM;West LA    ;VEHICLE - STOLEN                                        ;01/27/2021 12:00:00 AM;600;8;895;0; ;CONSTRUCTION SITE                           ;               ;IC;1;510;;;118;;Invest Cont;3100    CLUB                         DR
210812647;08/02/2021 12:00:00 AM;West LA    ;THEFT PLAIN - PETTY ($950 & UNDER)                      ;08/01/2021 12:00:00 AM;930;8;881;33;M;HEALTH SPA/GYM                              ;               ;IC;1;440;0344 1822 2032;C;717;;Invest Cont;1900 S  BUNDY                        DR
210815870;10/28/2021 12:00:00 AM;West LA    ;BURGLARY FROM VEHICLE                                   ;10/28/2021 12:00:00 AM;1727;8;811;24;F;STREET                                      ;               ;IC;1;330;1822 0344 1307;W;101;;Invest Cont;500    LOS LIONES                   DR
210800973;10/09/2021 12:00:00 AM;West LA    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;10/09/2021 12:00:00 AM;1600;8;853;28;M;SIDEWALK                                    ;207;AO;1;230;0411 1218 2004 1822;H;102;OTHER KNIFE;Adult Other;1600    BUTLER                       AV
220806516;03/02/2022 12:00:00 AM;West LA    ;THEFT OF IDENTITY                                       ;12/19/2021 12:00:00 AM;1225;8;832;48;F;CONDOMINIUM/TOWNHOUSE                       ;               ;IC;2;354;0930 0922;W;507;;Invest Cont;11600    MAYFIELD                     AV
210817753;12/19/2021 12:00:00 AM;West LA    ;VEHICLE - STOLEN                                        ;12/18/2021 12:00:00 AM;1900;8;842;0; ;STREET                                      ;               ;IC;1;510;;;101;;Invest Cont;BARRY
